INCNUMBER,OFFENSECODE,Beat #,Service Area,MICRCODE,Offense Description,NIBRS Maping,NIBRS Category,NIBRS GRP,OFFENSETITLE,DATEOFOFFENSE,Day of week,Weapon Type,INCIDENT LOCATION BLOCK ADDRESS,Month
21-074298,1376,N5,North,13003,Intimidation/Stalking,Intimidation,Crimes Against Person,Assault Offenses,"Intentional Threat To Commit Act of: Violence Against School, School Employee or Students",12/10/2021 04:32:01 PM,Friday,None,3100 BLOCK LEONARD ST NE,December
21-074343,1313,E6,East,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,12/10/2021 03:45:00 PM,Friday,None,EAST PARIS AV SE & CAMELOT DR SE,December
21-074350,1313,S4,South,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,12/10/2021 08:00:00 PM,Friday,None,700 BLOCK WORDEN ST SE,December
21-074375,1313,E8,East,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,12/11/2021 12:11:02 AM,Saturday,Personal Weapons,0 BLOCK STEWART ST SW,December
21-074380,1313,E3,East,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,12/11/2021 12:43:34 AM,Saturday,None,2500 BLOCK NORMANDY DR SE,December
21-074387,1313,E3,East,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,12/11/2021 01:53:13 AM,Saturday,None,2100 BLOCK OMENA DR SE,December
21-074400,1313,N2,North,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,12/11/2021 02:32:00 AM,Saturday,Personal Weapons,0 BLOCK ANN ST NW,December
21-074416,1306,E7,East,13002,Aggravated Assault,Aggravated Assault,Crimes Against Person,Assault Offenses,AGGRAVATED ASSAULT NON-FAM STRONG ARM,12/11/2021 07:08:21 AM,Saturday,Personal Weapons,600 BLOCK LYNCH ST SW,December
21-074426,1313,C3,Central,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,12/11/2021 08:30:00 AM,Saturday,Personal Weapons,OAKES ST SW & DIVISION AV,December
21-074460,1306,C3,Central,13002,Aggravated Assault,Aggravated Assault,Crimes Against Person,Assault Offenses,AGGRAVATED ASSAULT NON-FAM STRONG ARM,12/11/2021 12:13:25 PM,Saturday,Personal Weapons,DIVISION AV  & GOODRICH ST SW,December
21-074460,1313,C3,Central,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,12/11/2021 12:13:25 PM,Saturday,Personal Weapons,DIVISION AV  & GOODRICH ST SW,December
21-074468,1399,N2,North,13002,Aggravated Assault,Aggravated Assault,Crimes Against Person,Assault Offenses,ASSAULT (OTHER),12/11/2021 11:15:00 AM,Saturday,Other,2100 BLOCK SWENSBERG AV NE,December
21-074482,1313,N2,North,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,12/10/2021 12:50:00 AM,Friday,Personal Weapons,100 BLOCK GRACELAND ST NE,December
21-074485,1397,S4,South,13002,Aggravated Assault,Aggravated Assault,Crimes Against Person,Assault Offenses,ASSAULT WITH INTENT TO MURDER,12/11/2021 03:42:53 PM,Saturday,Firearm (type unknown),600 BLOCK FRANKLIN ST SE,December
21-074490,1313,W4,West,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,12/11/2021 04:28:31 PM,Saturday,None,1200 BLOCK QUARRY AV NW,December
21-074497,1313,N5,North,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,12/11/2021 06:02:13 PM,Saturday,Personal Weapons,1900 BLOCK DAWSON AV NE,December
21-074500,1313,E6,East,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,12/11/2021 06:19:18 PM,Saturday,Personal Weapons,1700 BLOCK SOUTHAMPTON ST SE,December
21-074510,1313,N3,North,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,12/11/2021 03:30:00 PM,Saturday,Personal Weapons,LAFAYETTE AV NE & CEDAR ST NE,December
21-074511,1313,N3,North,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,12/11/2021 07:02:38 PM,Saturday,Personal Weapons,700 BLOCK CLANCY AV NE,December
21-074520,1313,S3,South,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,12/09/2021 08:00:00 PM,Thursday,Personal Weapons,0 BLOCK LOGAN ST SE,December
21-074525,1178,W3,West,11008,Sexual Contact Forcible CSC 4th,Fondling,Crimes Against Person,Sex Offenses,CSC 4TH DEGREE - FORCIBLE CONTACT,12/11/2021 08:14:00 PM,Saturday,Personal Weapons,1000 BLOCK RICHMOND ST NW,December
21-074528,1313,C3,Central,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,12/11/2021 08:33:59 PM,Saturday,Personal Weapons,200 BLOCK JEFFERSON AV SE,December
21-074550,1313,N5,North,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,12/11/2021 10:06:14 PM,Saturday,Personal Weapons,1900 BLOCK DAWSON AV NE,December
21-074551,1313,N8,North,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,12/11/2021 09:37:00 PM,Saturday,Personal Weapons,500 BLOCK EMERALD AV NE,December
21-074559,1313,W4,West,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,12/11/2021 11:14:01 PM,Saturday,Personal Weapons,6TH ST NW & ALPINE AV NW,December
21-074565,1304,E4,East,13002,Aggravated Assault,Aggravated Assault,Crimes Against Person,Assault Offenses,AGGRAVATED ASSAULT NON-FAM - GUN,12/12/2021 12:46:42 AM,Sunday,Handgun,2300 BLOCK BURTON ST SE,December
21-074569,1313,C2,Central,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,12/12/2021 12:50:30 AM,Sunday,Personal Weapons,0 BLOCK MONROE AV NW,December
21-074579,1304,E4,East,13002,Aggravated Assault,Aggravated Assault,Crimes Against Person,Assault Offenses,AGGRAVATED ASSAULT NON-FAM - GUN,12/11/2021 11:40:58 PM,Saturday,Handgun,2300 BLOCK BURTON ST SE,December
21-074596,1313,E8,East,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,12/12/2021 03:27:42 AM,Sunday,Personal Weapons,2100 BLOCK DIVISION AV,December
21-074599,1371,S7,South,13002,Aggravated Assault,Aggravated Assault,Crimes Against Person,Assault Offenses,MURDER ATTEMPT,12/12/2021 04:23:12 AM,Sunday,Firearm (type unknown),0 BLOCK HOME ST SW,December
21-074606,1304,W3,West,13002,Aggravated Assault,Aggravated Assault,Crimes Against Person,Assault Offenses,AGGRAVATED ASSAULT NON-FAM - GUN,12/12/2021 06:59:29 AM,Sunday,Handgun,900 BLOCK 9TH ST NW,December
21-074615,1313,S1,South,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,12/12/2021 08:19:00 AM,Sunday,Personal Weapons,0 BLOCK VANDENBERG PL SE,December
21-074633,1174,W1,West,11004,Sexual Penetration Oral/Anal CSC 3rd,Sodomy,Crimes Against Person,Sex Offenses,CSC 3RD - SEXUAL PENETRATION ORAL/ANAL,12/06/2021 03:00:00 AM,Monday,None,1300 BLOCK PARKHURST AV NW,December
21-074638,1313,N2,North,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,12/12/2021 10:30:00 AM,Sunday,None,1100 BLOCK SWEET ST NE,December
21-074678,1313,N1,North,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,12/12/2021 05:35:51 PM,Sunday,Personal Weapons,2000 BLOCK PLAINFIELD AV NE,December
21-074644,1380,S8,South,13003,Intimidation/Stalking,Intimidation,Crimes Against Person,Assault Offenses,"TELEPHONE USED TO HARASS, THREAT",12/12/2021 11:20:00 AM,Sunday,None,900 BLOCK NORWICH AV SW,December
21-074686,1313,E4,East,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,12/12/2021 06:51:38 PM,Sunday,Other,2400 BLOCK 28TH ST SE,December
21-074689,1313,N3,North,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,12/12/2021 06:14:00 PM,Sunday,Personal Weapons,600 BLOCK CLANCY AV NE,December
21-074694,1313,S4,South,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,12/12/2021 07:44:37 PM,Sunday,Personal Weapons,500 BLOCK GILBERT ST SE,December
21-074701,1305,E8,East,13002,Aggravated Assault,Aggravated Assault,Crimes Against Person,Assault Offenses,AGGRAVATED ASSAULT NON-FAM OTHER WEAPON,12/05/2021 07:00:00 PM,Sunday,Personal Weapons,200 BLOCK ROSE ST SW,December
21-074720,1313,E6,East,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,12/12/2021 08:45:00 PM,Sunday,Personal Weapons,2000 BLOCK EASTCASTLE DR SE,December
21-074724,1313,S3,South,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,12/12/2021 10:33:35 PM,Sunday,Unknown,1000 BLOCK MADISON AV SE,December
21-074732,1313,C3,Central,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,12/12/2021 11:28:42 PM,Sunday,Personal Weapons,100 BLOCK FULTON ST,December
21-074743,1313,E5,East,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,12/13/2021 12:00:00 AM,Monday,Personal Weapons,1300 BLOCK KENDALL ST SE,December
21-074753,1396,W4,West,13002,Aggravated Assault,Aggravated Assault,Crimes Against Person,Assault Offenses,ASSAULT LESS THAN MURDER - GBH,12/13/2021 04:01:47 AM,Monday,Personal Weapons,300 BLOCK ANN ST NW,December
21-074754,1313,N2,North,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,12/13/2021 02:01:12 AM,Monday,Personal Weapons,300 BLOCK ANN ST NE,December
21-067499,1382,E1,East,13003,Intimidation/Stalking,Intimidation,Crimes Against Person,Assault Offenses,STALKING (MISDEMEANOR),11/05/2021 10:43:04 PM,Friday,None,2200 BLOCK HORTON AV SE,November
21-074820,1313,W3,West,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,12/13/2021 12:30:00 PM,Monday,Personal Weapons,1200 BLOCK WEBSTER ST NW,December
21-074822,1313,E8,East,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,12/13/2021 12:44:07 PM,Monday,None,0 BLOCK GRIGGS ST SW,December
21-074823,1171,C3,Central,11001,Sexual Penetration Penis/Vagina CSC 1st,Rape,Crimes Against Person,Sex Offenses,CSC 1ST - SEXUAL PENETRATION PENIS/VAGINA,07/25/2021 04:00:00 AM,Sunday,None,0 BLOCK SHELDON AV SE,July
21-074830,1380,C3,Central,13003,Intimidation/Stalking,Intimidation,Crimes Against Person,Assault Offenses,"TELEPHONE USED TO HARASS, THREAT",12/13/2021 01:29:40 PM,Monday,None,200 BLOCK WEALTHY ST SE,December
21-074844,1376,N3,North,13003,Intimidation/Stalking,Intimidation,Crimes Against Person,Assault Offenses,"Intentional Threat To Commit Act of: Violence Against School, School Employee or Students",12/13/2021 02:46:54 PM,Monday,None,400 BLOCK BARNETT ST NE,December
21-074854,1313,N8,North,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,12/13/2021 03:35:18 PM,Monday,None,1000 BLOCK MICHIGAN ST NE,December
21-074862,1384,W6,West,13003,Intimidation/Stalking,Intimidation,Crimes Against Person,Assault Offenses,"COMPUTER/INTERNET USED FOR HARASSMENT, THREATS",12/09/2021 12:00:00 AM,Thursday,None,300 BLOCK GARFIELD AV SW,December
21-074894,1313,C3,Central,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,12/13/2021 07:53:16 PM,Monday,Unknown,100 BLOCK DIVISION AV,December
21-074895,1313,N8,North,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,12/13/2021 07:55:33 PM,Monday,Personal Weapons,500 BLOCK EMERALD AV NE,December
21-074899,1313,S6,South,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,12/13/2021 08:06:12 PM,Monday,Personal Weapons,1100 BLOCK UNDERWOOD AV SE,December
21-074929,1313,E5,East,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,12/13/2021 10:55:11 PM,Monday,Personal Weapons,2900 BLOCK MARSHALL AV SE,December
21-074937,1313,N2,North,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,12/13/2021 11:36:28 PM,Monday,Personal Weapons,1300 BLOCK PARIS AV NE,December
21-074951,1313,S4,South,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,12/14/2021 01:04:13 AM,Tuesday,Personal Weapons,700 BLOCK BATES ST SE,December
21-074955,1313,N8,North,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,12/14/2021 01:40:02 AM,Tuesday,Personal Weapons,100 BLOCK LANGDON AV NE,December
21-074963,1313,C2,Central,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,12/14/2021 02:49:19 AM,Tuesday,Personal Weapons,0 BLOCK MONROE AV NW,December
21-074971,1313,W3,West,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,12/14/2021 04:32:24 AM,Tuesday,Personal Weapons,900 BLOCK ALPINE AV NW,December
21-075010,1313,E7,East,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,12/13/2021 03:40:00 PM,Monday,Personal Weapons,1200 BLOCK GRANDVILLE AV SW,December
21-075028,1380,E1,East,13003,Intimidation/Stalking,Intimidation,Crimes Against Person,Assault Offenses,"TELEPHONE USED TO HARASS, THREAT",12/14/2021 11:10:25 AM,Tuesday,None,2800 BLOCK MADISON AV SE,December
21-075065,1304,S5,South,13002,Aggravated Assault,Aggravated Assault,Crimes Against Person,Assault Offenses,AGGRAVATED ASSAULT NON-FAM - GUN,12/14/2021 03:10:50 PM,Tuesday,Handgun,1000 BLOCK THOMAS ST SE,December
21-075096,1376,N7,North,13003,Intimidation/Stalking,Intimidation,Crimes Against Person,Assault Offenses,"Intentional Threat To Commit Act of: Violence Against School, School Employee or Students",12/13/2021 11:59:00 PM,Monday,None,100 BLOCK JEFFERSON AV SE,December
21-075111,1376,E2,East,13003,Intimidation/Stalking,Intimidation,Crimes Against Person,Assault Offenses,"Intentional Threat To Commit Act of: Violence Against School, School Employee or Students",12/03/2021 10:31:00 AM,Friday,None,900 BLOCK ALGER ST SE,December
21-075130,1304,W4,West,13002,Aggravated Assault,Aggravated Assault,Crimes Against Person,Assault Offenses,AGGRAVATED ASSAULT NON-FAM - GUN,12/14/2021 08:41:55 PM,Tuesday,Handgun,700 BLOCK CROSBY ST NW,December
21-075147,1304,C3,Central,13002,Aggravated Assault,Aggravated Assault,Crimes Against Person,Assault Offenses,AGGRAVATED ASSAULT NON-FAM - GUN,12/14/2021 10:32:43 PM,Tuesday,Handgun,100 BLOCK DIVISION AV,December
21-075160,1313,S7,South,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,12/15/2021 12:12:08 AM,Wednesday,Personal Weapons,1100 BLOCK IONIA AV SW,December
21-075162,1380,N2,North,13003,Intimidation/Stalking,Intimidation,Crimes Against Person,Assault Offenses,"TELEPHONE USED TO HARASS, THREAT",12/15/2021 12:30:15 AM,Wednesday,None,100 BLOCK LAWRENCE ST NE,December
21-075197,1313,S4,South,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,12/15/2021 06:42:50 AM,Wednesday,Personal Weapons,400 BLOCK FRANKLIN ST SE,December
21-075200,1305,E2,East,13002,Aggravated Assault,Aggravated Assault,Crimes Against Person,Assault Offenses,AGGRAVATED ASSAULT NON-FAM OTHER WEAPON,12/15/2021 07:08:45 AM,Wednesday,Other,900 BLOCK EDNA ST SE,December
21-075228,1376,N2,North,13003,Intimidation/Stalking,Intimidation,Crimes Against Person,Assault Offenses,"Intentional Threat To Commit Act of: Violence Against School, School Employee or Students",12/15/2021 09:36:32 AM,Wednesday,None,300 BLOCK ELEANOR ST NE,December
21-075246,1313,E8,East,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,12/15/2021 12:03:30 PM,Wednesday,Personal Weapons,100 BLOCK ELM ST SW,December
21-075284,1313,E8,East,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,12/15/2021 03:46:36 PM,Wednesday,Personal Weapons,2100 BLOCK ST CHARLES AV SW,December
21-075292,1174,W5,West,11004,Sexual Penetration Oral/Anal CSC 3rd,Sodomy,Crimes Against Person,Sex Offenses,CSC 3RD - SEXUAL PENETRATION ORAL/ANAL,12/15/2021 05:53:28 PM,Wednesday,None,300 BLOCK LANE AV NW,December
21-075363,1305,W6,West,13002,Aggravated Assault,Aggravated Assault,Crimes Against Person,Assault Offenses,AGGRAVATED ASSAULT NON-FAM OTHER WEAPON,12/16/2021 12:05:57 AM,Thursday,Knife/Cutting Instrument,800 BLOCK FULTON ST,December
21-075393,1313,W4,West,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,12/16/2021 01:49:46 AM,Thursday,None,1400 BLOCK ALPINE AV NW,December
21-075396,1313,E8,East,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,12/16/2021 02:05:00 AM,Thursday,Personal Weapons,100 BLOCK SUTTON ST SW,December
21-075479,1313,E6,East,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,12/16/2021 12:00:00 PM,Thursday,Personal Weapons,2500 BLOCK BELTLINE AV NE,December
21-075486,1313,C3,Central,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,12/16/2021 01:30:00 PM,Thursday,Personal Weapons,200 BLOCK DIVISION AV,December
21-075494,5215,E1,East,13003,Intimidation/Stalking,Intimidation,Crimes Against Person,Assault Offenses,THREAT TO BOMB (EXPLOSIVES),12/16/2021 01:58:15 PM,Thursday,None,700 BLOCK 28TH ST SE,December
21-075511,1313,S3,South,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,12/16/2021 04:00:00 PM,Thursday,None,500 BLOCK DIVISION AV,December
21-075422,1172,W5,West,11002,Sexual Penetration Penis/Vagina CSC 3rd,Rape,Crimes Against Person,Sex Offenses,CSC 3RD - SEXUAL PENETRATION PENIS/VAGINA,12/16/2021 06:37:18 AM,Thursday,None,300 BLOCK PEARL ST NW,December
21-075515,1305,E4,East,13002,Aggravated Assault,Aggravated Assault,Crimes Against Person,Assault Offenses,AGGRAVATED ASSAULT NON-FAM OTHER WEAPON,12/16/2021 05:20:51 PM,Thursday,Knife/Cutting Instrument,3600 BLOCK 28TH ST SE,December
21-075536,1397,E3,East,13002,Aggravated Assault,Aggravated Assault,Crimes Against Person,Assault Offenses,ASSAULT WITH INTENT TO MURDER,12/16/2021 07:35:39 PM,Thursday,Firearm (type unknown),2100 BLOCK SHANGRAI-LA DR SE,December
21-075539,1313,S2,South,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,12/16/2021 07:38:12 PM,Thursday,None,300 BLOCK HAMPTON AV SE,December
21-075541,1313,N8,North,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,12/16/2021 07:46:23 PM,Thursday,Personal Weapons,1000 BLOCK MICHIGAN ST NE,December
21-075547,1313,W4,West,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,12/16/2021 10:24:44 PM,Thursday,Personal Weapons,800 BLOCK 5TH ST NW,December
21-075581,1313,S4,South,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,12/16/2021 11:20:00 PM,Thursday,Personal Weapons,BAXTER ST SE & HENRY AV SE,December
21-075598,1313,S3,South,13001,Non-Aggravated Assault,Simple Assault,Crimes Against Person,Assault Offenses,A and B / SIMPLE ASSAULT,12/17/2021 02:38:42 AM,Friday,Personal Weapons,LAFAYETTE AV SE & HALL ST SE,December
21-075599,1302,W4,West,13002,Aggravated Assault,Aggravated Assault,Crimes Against Person,Assault Offenses,AGGRAVATED ASSAULT FAMILY - OTHER WEAPON,12/17/2021 02:46:56 AM,Friday,Asphyxiation,1400 BLOCK ALPINE AV NW,December
